query_id,query,target,tokens_to_replace,min_replacement_response,max_replacement_response
tweet-sno-1345,Batches of ballots are being uploaded. 100% for Joe Biden. Massive #’s of ballots being invalidated in AZ as Trump supporters were told to use Sharpies. This isn’t democracy. We are being ruled over.,"Arizona polling places gave out Sharpie pens to Trump supporters, use of which invalidated their ballots.","[{'token': '100%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'AZ', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Sharpies', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Donald Trump"", ""Barack Obama"", ""Mike Pence""]
},
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Clinton""]
},
{
""token"": ""AZ"",
""replacements"": [""CA"", ""TX"", ""FL""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""100%"",
""replacements"": [""50%"", ""75%"", ""90%""]
},
{
""token"": ""Joe Biden"",
""replacements"": [""Hillary Clinton"", ""Barack Obama"", ""Bernie Sanders""]
},
{
""token"": ""AZ"",
""replacements"": [""TX"", ""FL"", ""OH""]
}
]
}"
tweet-sno-1346,Lucky to be alive: an Avila Beach woman says she is okay after a whale capsized her kayak (shown here). Hear from her and tips for staying safe out on the water tonight at 10&11. (Video: Kellie Balentine) ,A video shows a large humpback whale swallowing a kayaker.,"[{'token': 'Avila Beach', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'tonight', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': '10&11', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Kellie Balentine', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Avila Beach"",
""replacements"": [""Santa Barbara"", ""Pismo Beach"", ""Morro Bay""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Avila Beach"",
""replacements"": [""Santa Barbara"", ""Pismo Beach"", ""Cambria""]
},
{
""token"": ""tonight"",
""replacements"": [""this evening"", ""later today"", ""this afternoon""]
},
{
""token"": ""10&11"",
""replacements"": [""yesterday morning"", ""last night"", ""at dawn""]
}
]
}"
tweet-sno-1352,"Real or fake? Hunter Biden Has Flipped, Biden Family $300 Million Stash In Switzerland… Rudy Guiliani Freestyles One Of Greatest Speeches Ever, A Summary Of Joe Biden's 30 Year Crime Spree, Saying Joe Biden Is ""The Prince Of Darkness""!! | Alternative","Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '$300 Million', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Switzerland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Rudy Guiliani', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""A Summary Of Joe Biden's 30 Year Crime Spree"", 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Eric Trump"", ""Don Jr."", ""Jeb Bush Jr.""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Eric Trump"", ""Don Jr."", ""Jared Kushner""]
},
{
""token"": ""Biden"",
""replacements"": [""Trump"", ""Obama"", ""Clinton""]
},
{
""token"": ""$300 Million"",
""replacements"": [""$500 Thousand"", ""1 Billion Dollars"", ""750 Million Euros""]
}
]
}"
tweet-sno-1353,I heard Hunter Biden turned himself in to FBI on the 28th and flipped on pops. Spilled his guts for no charges and was put into a treatment center. Have you heard anything about that?,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'the 28th', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Donald Trump Jr"", ""Eric Trump"", ""Jared Kushner""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Jared Kushner"", ""Donald Trump Jr."", ""Eric Trump""]
},
{
""token"": ""FBI"",
""replacements"": [""CIA"", ""NSA"", ""DEA""]
},
{
""token"": ""the 28th"",
""replacements"": [""last Thursday"", ""yesterday"", ""New Year's Eve""]
}
]
}"
tweet-sno-1357,"Biden campaign cancels Austin rally; Armed Trump supporters reportedly harass campaign bus, ramming volunteer vehicles & blocking traffic. ""At least the Trump hearse is appropriate given the 200K+ Americans who have died due to his incompetence.” #VoteBlueToEndTheNightmare","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Austin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Armed Trump', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Clinton"", ""Obama"", ""Kerry""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Clinton"", ""Obama"", ""Kerry""]
},
{
""token"": ""Austin"",
""replacements"": [""Houston"", ""Dallas"", ""San Antonio""]
},
{
""token"": ""Armed Trump"",
""replacements"": [""Supporters of Johnson"", ""Backers of Bush"", ""Followers of Reagan""]
}
]
}"
tweet-sno-1358,"See all these pickup trucks with Trump flags? They were sitting along I-35, waiting to ambush the Biden/Harris campaign bus as it traveled from San Antonio to Austin. 2/","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Harris', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'San Antonio', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Austin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '2', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Bush"", ""Clinton"", ""Reagan""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Reagan"", ""Ford"", ""Nixon""]
},
{
""token"": ""Biden"",
""replacements"": [""Sanders"", ""Warren"", ""Buttigieg""]
},
{
""token"": ""Harris"",
""replacements"": [""Clinton"", ""Gabbard"", ""Klobuchar""]
}
]
}"
tweet-sno-1359,"These Trump supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the road. They outnumbered police 50-1, and they ended up hitting a staffer’s car. 3/","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '50-1', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Bush"", ""Obama"", ""Clinton""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Clinton""]
},
{
""token"": ""50-1"",
""replacements"": [""20-1"", ""30-1"", ""100-1""]
},
{
""token"": ""3"",
""replacements"": [""5"", ""7"", ""4""]
}
]
}"
tweet-sno-1360,"As the Biden bus rolled down 11th street toward I-35, Trump supporters scrambled to their trucks to follow it. ","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '11th', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'I-35', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Clinton"", ""Obama"", ""Warren""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Obama"", ""Clinton"", ""Reagan""]
},
{
""token"": ""11th"",
""replacements"": [""Main"", ""Broadway"", ""Park""]
},
{
""token"": ""I-35"",
""replacements"": [""US-101"", ""Hwy-1"", ""Route-66""]
}
]
}"
tweet-sno-1362,"The legendary actor, 007 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,“Let him build the damn thing”. That was….",Actor Sean Connery was instrumental in helping Donald Trump secure approval for a controversial golf course development in Scotland.,"[{'token': '007', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Sean Connery', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Scotland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Sean', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""007"",
""replacements"": ["" Agent 00"", "" The Bond"", "" Double O""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""007"",
""replacements"": [""MI6"", ""Double-O"", ""Agent""]
},
{
""token"": ""Sean Connery"",
""replacements"": [""James Cagney"", ""Harrison Ford"", ""Clint Eastwood""]
},
{
""token"": ""Scotland"",
""replacements"": [""Ireland"", ""Wales"", ""England""]
}
]
}"
tweet-sno-1370,Just read that the “Cheesecake Factory” is closing permanently. Every business that has had to close down can contribute it to Trump and the GOP. They have had basically no support or stimulus from these stingy bastards because they don’t care.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'the “Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'GOP', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""the “Cheesecake Factory"",
""replacements"": [""Applebee's"", ""Outback Steakhouse"", ""Chili's""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""the “Cheesecake Factory"",
""replacements"": [""Outback Steakhouse"", ""Olive Garden"", ""Red Lobster""]
},
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Bush"", ""Clinton""]
},
{
""token"": ""GOP"",
""replacements"": [""Democrats"", ""Libertarians"", ""Green Party""]
}
]
}"
tweet-sno-1381,"As recently as last month, Webster’s Dictionary included a definition of “preference” as “orientation” or “sexual preference.” TODAY they changed it and added the word “offensive."" Insane – I just checked through Wayback Machine and it’s real. (via&)","Merriam-Webster updated its definition and usage guidelines of the term ""sexual preference"" to say its use is ""offensive"" after the Oct. 13, 2020, confirmation hearing of Judge Amy Coney Barrett, U.S. President Donald Trump’s pick for the Supreme Court.","[{'token': 'last month', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Webster’s Dictionary', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Wayback Machine', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""last month"",
""replacements"": [""yesterday"", ""three weeks ago"", ""earlier this year""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""last month"",
""replacements"": [""yesterday"", ""last week"", ""a few days ago""]
},
{
""token"": ""Webster’s Dictionary"",
""replacements"": [""Oxford Dictionary"", ""Cambridge Dictionary"", ""Merriam-Webster Dictionary""]
},
{
""token"": ""Wayback Machine"",
""replacements"": [""Internet Archive"", ""Archive.org"", ""Web Archive""]
}
]
}"
tweet-sno-1382,"Well where was the dignity and respect of Black Americans or in your words""Niggers"" when you made this statement? Democrats this is YOUR nominee for President of the United States andendorsed this scoundrel! Explain this please!",Joe Biden used racial slurs in referring to Black people during a Senate committee hearing in 1985.,"[{'token': 'Black Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Democrats', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'the United States', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Black Americans"",
""replacements"": [""African Americans"", ""Afro Americans"", ""American Blacks""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Black Americans"",
""replacements"": [""Asian Americans"", ""Latinos"", ""Indigenous Peoples""]
},
{
""token"": ""Democrats"",
""replacements"": [""Republicans"", ""Liberals"", ""Progressives""]
},
{
""token"": ""the United States"",
""replacements"": [""Canada"", ""Mexico"", ""Germany""]
}
]
}"
tweet-sno-1385,"Joe Biden surrogate Jane Fonda calls coronavirus ""God's gift to the Left.""","In October 2020, actress Jane Fonda said the COVID-19 coronavirus pandemic was ""God's gift to the Left.""","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Jane Fonda', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""God's gift to the Left"", 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""Nancy Pelosi"", ""Hillary Clinton""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""Nancy Pelosi"", ""Bernie Sanders""]
},
{
""token"": ""Jane Fonda"",
""replacements"": [""Meryl Streep"", ""Robert De Niro"", ""Angelina Jolie""]
},
{
""token"": ""God's gift to the Left"",
""replacements"": [""Blessing in disguise for the Democrats"", ""Heaven-sent opportunity for the Liberals"", ""Divine intervention for the Progressives""]
}
]
}"
tweet-sno-1387,"10/13/60: ""Unlike the first two programs, however, the two candidates will not be sharing same platform. In New York…John F. Kennedy separated by 3,000 miles in a Los Angeles studio…Richard Nixon. Now joined for tonight's discussion by network of electronic facilities…""",U.S. presidential candidates John F. Kennedy and Richard Nixon participated in a virtual debate in 1960.,"[{'token': '10/13/60', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'first', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'New York', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'John F. Kennedy', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '3,000 miles', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': 'Los Angeles', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Richard Nixon', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""John F. Kennedy"",
""replacements"": [""Jimmy Carter"", ""Ronald Reagan"", ""Gerald Ford""]
},
{
""token"": ""Richard Nixon"",
""replacements"": [""Jimmy Carter"", ""Ronald Reagan"", ""Gerald Ford""]
},
{
""token"": ""New York"",
""replacements"": [""Chicago"", ""Los Angeles"", ""Washington D.C.""]
},
{
""token"": ""Los Angeles"",
""replacements"": [""Chicago"", ""New York"", ""Washington D.C.""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""John F. Kennedy"",
""replacements"": [""Barack Obama"", ""Joe Biden"", ""George Washington""]
},
{
""token"": ""Richard Nixon"",
""replacements"": [""Donald Trump"", ""Ronald Reagan"", ""Theodore Roosevelt""]
},
{
""token"": ""New York"",
""replacements"": [""Chicago"", ""Los Angeles"", ""Washington D.C.""]
},
{
""token"": ""Los Angeles"",
""replacements"": [""San Francisco"", ""Seattle"", ""Miami""]
}
]
}"
tweet-sno-1389,A Trump sign was erected on the hillside along the 405 Freeway near the Sepulveda Pass. It’s unclear who put it there 📹: Sky5,"A large ""TRUMP"" sign, similar to the iconic Hollywood sign, was erected near Los Angeles in October 2020.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the 405 Freeway', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'the Sepulveda Pass', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': 'Sky5', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Clinton"", ""Johnson""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Bush"", ""Clinton""]
},
{
""token"": ""the 405 Freeway"",
""replacements"": [""I-10 Highway"", ""Pacific Coast Highway"", ""Ventura Freeway""]
},
{
""token"": ""the Sepulveda Pass"",
""replacements"": [""Cahuenga Pass"", ""San Gorgonio Pass"", ""Tejon Pass""]
}
]
}"
tweet-sno-1390,"This is the Democrat nominee for VP instigating violent riots that have left multiple Americans dead: ""Everyone beware. They're not gonna stop before election day in November, and they're not gonna stop after election day… They’re not gonna let up and they should not.""","In a June 2020 interview, U.S. Democratic vice presidential candidate Kamala Harris said of the nationwide anti-police brutality protests: “Everyone beware. They're not gonna stop before election day in November, and they're not gonna stop after election day ... They’re not gonna let up, and they should not.”","[{'token': 'Democrat', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'VP', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'election day', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'November', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'election day', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Democrat"",
""replacements"": [""Republican"", ""Libertarian"", ""Green""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Democrat"",
""replacements"": [""Republican"", ""Libertarian"", ""Independent""]
},
{
""token"": ""VP"",
""replacements"": [""Senator"", ""Congresswoman"", ""Governor""]
},
{
""token"": ""Americans"",
""replacements"": [""Canadians"", ""British"", ""Australians""]
}
]
}"
tweet-sno-1391,"Joe Biden called Trump supporters the ""dregs of society."" The idea that Biden is a unifier is a joke.","In a September 2018 speech, Joe Biden called Donald Trump's supporters ""the dregs of society.""","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""Mike Pence"", ""Nancy Pelosi""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""Hillary Clinton"", ""Elizabeth Warren""]
},
{
""token"": ""Trump"",
""replacements"": [""Bush"", ""Clinton"", ""Reagan""]
},
{
""token"": ""Biden"",
""replacements"": [""Obama"", ""Clinton"", ""Warren""]
}
]
}"
tweet-sno-1393,"Was Andy McCabe ever forced to pay back the $700,000 illegally given to him and his wife, for his wife’s political campaign, by Crooked Hillary Clinton while Hillary was under FBI investigation, and McCabe was the head of the FBI??? Just askin’?","Hillary Clinton illegally donated $700,000 to the political campaign of the wife of the FBI director who was supervising the investigation into her use of a private email server.","[{'token': 'Andy McCabe', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '700,000', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Crooked Hillary Clinton', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Hillary', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'McCabe', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Andy McCabe"",
""replacements"": [""James Comey"", ""Robert Mueller"", ""Loretta Lynch""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Andy McCabe"",
""replacements"": [""Peter Strzok"", ""James Comey"", ""Rod Rosenstein""]
},
{
""token"": ""700,000"",
""replacements"": [""500,000"", ""1,000,000"", ""250,000""]
},
{
""token"": ""Crooked Hillary Clinton"",
""replacements"": [""Donald Trump"", ""Barack Obama"", ""Mike Pence""]
}
]
}"
tweet-sno-1394,"I wonder if the BTS and TikTok kids can help LGBTs with this. What if gay guys took pictures of themselves making out with each other or doing very gay things, then tagged themselves with #ProudBoys . I bet it would mess them up real bad. #ReclaimingMyShine",Gay men reclaimed the hashtag #ProudBoys from the white supremacist organization of the same name in order to celebrate LBGTQ love.,"[{'token': 'BTS', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'TikTok', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'ProudBoys', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""BTS"",
""replacements"": [""EXO"", ""Blackpink"", ""SHINee""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""BTS"",
""replacements"": [""Blackpink"", ""EXO"", ""RedVelvet""]
},
{
""token"": ""TikTok"",
""replacements"": [""Instagram"", ""YouTube"", ""Snapchat""]
},
{
""token"": ""ProudBoys"",
""replacements"": [""LGBTQ+"", ""RainbowWarriors"", ""LoveIsLove""]
}
]
}"
tweet-sno-1395,".and I are joining thousands of gay men on social media to reclaim #ProudBoys from white supremacists and bigoted neo-nazis. Let’s replace the hashtag with images of love, positivity, and true PRIDE! Your two favorite #ProudBoys are here standing by, ready to VOTE! 🏳️‍🌈🗳",Gay men reclaimed the hashtag #ProudBoys from the white supremacist organization of the same name in order to celebrate LBGTQ love.,"[{'token': 'thousands', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'ProudBoys', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""thousands"",
""replacements"": [""hundreds"", ""dozens"", ""scores""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""thousands"",
""replacements"": [""hundreds"", ""millions"", ""dozens""]
},
{
""token"": ""ProudBoys"",
""replacements"": [""RainbowWarriors"", ""LoveSquad"", ""EqualityAllies""]
},
{
""token"": ""two"",
""replacements"": [""three"", ""four"", ""five""]
}
]
}"
tweet-sno-1398,This reporter just exposed Kayleigh McEnany for lying about Amy Coney Barrett being a Rhodes Scholar. Barrett attended Rhodes College.,Judge Amy Coney Barrett is a Rhodes Scholar.,"[{'token': 'Kayleigh McEnany', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Amy Coney Barrett', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Rhodes Scholar', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Barrett', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Rhodes College', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Kayleigh McEnany"",
""replacements"": [""Sarah Huckabee Sanders"", ""Sean Spicer"", ""Anthony Scaramucci""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Kayleigh McEnany"",
""replacements"": [""Jen Psaki"", ""Sarah Sanders"", ""Sean Spicer""]
},
{
""token"": ""Amy Coney Barrett"",
""replacements"": [""Brett Kavanaugh"", ""Neil Gorsuch"", ""Sonia Sotomayor""]
},
{
""token"": ""Rhodes Scholar"",
""replacements"": [""Fulbright Scholar"", ""Marshall Scholar"", ""Truman Scholar""]
}
]
}"
tweet-sno-1400,Only three things happened tonight: 1. #DonaldTrump refused to condemn white supremacy. 2. The #POTUS refused to condemn white supremacy. 3. The #CommanderInChief REFUSED to condemn white supremacy on the GLOBAL STAGE. NOW LOOK AT WHAT IS HAPPENING ONLINE. THIS IS NOT OKAY.,"During the Sept. 29, 2020, presidential debate, U.S. President Donald Trump ""refused"" to condemn white supremacists.","[{'token': 'three', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'tonight', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': '1', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'DonaldTrump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '2', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '#POTUS', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""three"",
""replacements"": [""five"", ""two"", ""four""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Donald Trump"",
""replacements"": [""Joe Biden"", ""Barack Obama"", ""George Bush""]
},
{
""token"": ""POTUS"",
""replacements"": [""President"", ""Commander in Chief"", ""Head of State""]
},
{
""token"": ""CommanderInChief"",
""replacements"": [""President"", ""Head of State"", ""Leader of the Nation""]
},
{
""token"": ""GLOBAL STAGE"",
""replacements"": [""national platform"", ""international arena"", ""world stage""]
}
]
}"
