query_id,query,target,tokens_to_replace,min_replacement_response
tweet-sno-1336,"Congratulations to President-elect Joe Biden! His German Shepherd, Major, is set to become the first shelter dog in the White House. The Bidens adopted the German shepherd from the Delaware Humane Association two years ago after initially fostering him.","President-elect Joe Biden’s German shepherd, Major, will be the first rescue dog to reside at the White House.","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'German', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'first', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Bidens', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'German', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'the Delaware Humane Association', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'two years ago', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""George Bush"", ""Donald Trump""]
}
]
}"
tweet-sno-1337,President Trump is playing golf club this morning as Biden appears to extend his lead in the election. The weekend getaway comes as U.S. coronavirus cases hit all-time highs and as Trump's own chief of staff Mark Meadows tests positive for Covid-19.,U.S. President Donald Trump was golfing when Joe Biden was projected as the winner of the 2020 presidential election.,"[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'U.S.', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': ""Trump's"", 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Mark Meadows', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Covid-19', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Clinton"", ""Putin""]
}
]
}"
tweet-sno-1338,"#US : Trump loyalist and criminal Steve Bannon declares Dr. Fauci and FBI Director Wray should be beheaded and have their heads mounted on pikes at the White House ""as a warning to federal bureaucrats"". (📹)","Former U.S. President Donald Trump campaign adviser Steve Bannon called for a ""second term"" to kick off with the firings of NIH Director Dr. Anthony Fauci and FBI Director Christopher Wray, adding that he would put their ""heads on pikes"" as a warning.","[{'token': 'US', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Steve Bannon', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Fauci', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Wray', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""US"",
""replacements"": [""UK"", ""Canada"", ""Australia""]
}
]
}"
tweet-sno-1339,"BREAKING: Trump’sfinalized a rule today stripping gray wolves of their federal #EndangeredSpecies protections in the Lower 48 states. This dangerous move threatens ecosystems, ignores Indigenous guidance & contributes to the biodiversity crisis.","In October 2020, the U.S. Department of the Interior removed gray wolves from the Endangered Species Act, returning management and protection of the species to states and tribes.","[{'token': 'today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '48', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""today"",
""replacements"": [""yesterday"", ""last week"", ""recently""]
}
]
}"
tweet-sno-1340,"Here's video pulled from the Delaware County, PA live stream of a ballot worker filling out ballots.",A video captures a Pennsylvania elections worker actually filling out ballots rather than counting them.,"[{'token': 'Delaware County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'PA', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Delaware County"",
""replacements"": [""Allegheny County"", ""Chester County"", ""Lackawanna County""]
}
]
}"
tweet-sno-1341,"Trump supporters: ""Stop the vote!"" Also Trump supporters: ""Count that vote!"" #election2020","U.S. President Trump's supporters can be heard chanting ""stop the count"" in one video and ""count the vote"" in another.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Clinton""]
}
]
}"
tweet-sno-1342,We don’t want to have a recount in any of the battleground states. Obama will steal it. Make sure all your friends and family vote.,"In 2012 Donald Trump tweeted, ""We don’t want to have a recount in any of the battleground states. Obama will steal it.""","[{'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Obama"",
""replacements"": [""Clinton"", ""Bush"", ""Reagan""]
}
]
}"
tweet-sno-1343,ARE MAIL IN BALLOTS BEING MODIFIED AS WE SPEAK IN CORRUPT DEM DISTRICTS? have you heard about Dems distributing sharpie pens to Trump voters and then invalidating their ballots?,"Arizona polling places gave out Sharpie pens to Trump supporters, use of which invalidated their ballots.","[{'token': 'Dems', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Dems"",
""replacements"": [""Republicans"", ""Liberals"", ""Conservatives""]
}
]
}"
tweet-sno-1344,AZ update: apparently the use of sharpie pens in gop precincts is causing ballots to be invalidated. Could be huge numbers of mostly Trump supporters. More to come,"Arizona polling places gave out Sharpie pens to Trump supporters, use of which invalidated their ballots.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Bush"", ""Clinton"", ""Reagan""]
}
]
}"
tweet-sno-1345,Batches of ballots are being uploaded. 100% for Joe Biden. Massive #’s of ballots being invalidated in AZ as Trump supporters were told to use Sharpies. This isn’t democracy. We are being ruled over.,"Arizona polling places gave out Sharpie pens to Trump supporters, use of which invalidated their ballots.","[{'token': '100%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'AZ', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Sharpies', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Donald Trump"", ""Bernie Sanders"", ""Mike Pence""]
},
{
""token"": ""AZ"",
""replacements"": [""FL"", ""TX"", ""CA""]
},
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Sanders"", ""Clinton""]
},
{
""token"": ""Sharpies"",
""replacements"": [""Markers"", ""Pens"", ""Highlighters""]
}
]
}"
tweet-sno-1346,Lucky to be alive: an Avila Beach woman says she is okay after a whale capsized her kayak (shown here). Hear from her and tips for staying safe out on the water tonight at 10&11. (Video: Kellie Balentine) ,A video shows a large humpback whale swallowing a kayaker.,"[{'token': 'Avila Beach', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'tonight', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': '10&11', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Kellie Balentine', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Avila Beach"",
""replacements"": [""Monterey Bay"", ""Cayucos"", ""Morro Bay""]
}
]
}"
tweet-sno-1347,"Here is another angle of the whale breaching with the kayak seemingly in its mouth. The woman who took this video tells me she was filming the whale in the distance and next she knew, the whale emerged trying to get the fish around the kayak (Video: Mandy Boyle) ",A video shows a large humpback whale swallowing a kayaker.,"[{'token': 'Mandy Boyle', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Mandy Boyle"",
""replacements"": [""Emily Wilson"", ""Sarah Johnson"", ""Laura Davis""]
}
]
}"
tweet-sno-1348,"Biden: ""I had a job with a nice country club kind of pool as a lifeguard .. I played ball with a lot of great black athletes but I didn’t know them. I mean, we knew each other. They were friends. But I didn’t know them. And it was a great education. It was like the Green Mile.""","In a Nov. 3, 2020 interview with reporters in Wilmington, Delaware, U.S. Democratic presidential candidate Joe Biden likened his experiences playing ball with Black athletes to Stephen King’s Green Mile.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the Green Mile', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Clinton"", ""Obama"", ""Sanders""]
}
]
}"
tweet-sno-1349,I’m so ready for today!!! Ladies don’t forget your pearls today In honor of RBG! 💙💙💙💙💙💙💙💙💙 #BidenHarris2020 #vote,"In the days leading up to the 2020 general election, social media users encouraged one another to wear pearls in honor of Democratic vice-presidential candidate Kamala Harris, not the late Justice Ruth Bader Ginsburg.","[{'token': 'today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'RBG', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""today"",
""replacements"": [""tomorrow"", ""next week"", ""Sunday""]
}
]
}"
tweet-sno-1350,You know it’s going to be a landslide when the Amish start to rally and create their own Trump Train 😎🇺🇸,Photos and videos show members of the Amish community displaying their support for U.S. President Donald Trump.,"[{'token': 'Amish', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Trump Train', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Amish"",
""replacements"": [""Mennonites"", ""Quakers"", ""Hutterites""]
}
]
}"
tweet-sno-1351,You don’t 👏🏾 have to 👏🏾 be registered 👏🏾 to go vote👏🏾 in Minnesota 👏🏾 we have 👏🏾 same day 👏🏾 registration 👏🏾 so you 👏🏾 can register 👏🏾 at the polls 👏🏾👏🏾,U.S. Rep. Ilhan Omar said Minnesota residents can vote without registering.,"[{'token': 'Minnesota', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Minnesota"",
""replacements"": [""California"", ""Ohio"", ""Wisconsin""]
}
]
}"
tweet-sno-1352,"Real or fake? Hunter Biden Has Flipped, Biden Family $300 Million Stash In Switzerland… Rudy Guiliani Freestyles One Of Greatest Speeches Ever, A Summary Of Joe Biden's 30 Year Crime Spree, Saying Joe Biden Is ""The Prince Of Darkness""!! | Alternative","Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '$300 Million', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Switzerland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Rudy Guiliani', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""A Summary Of Joe Biden's 30 Year Crime Spree"", 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Jared Kushner"", ""Donald Trump Jr."", ""Eric Trump""]
}
]
}"
tweet-sno-1353,I heard Hunter Biden turned himself in to FBI on the 28th and flipped on pops. Spilled his guts for no charges and was put into a treatment center. Have you heard anything about that?,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'the 28th', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Jared Kushner"", ""Donald Trump Jr."", ""Eric Trump""]
}
]
}"
tweet-sno-1354,Hunter Biden has flipped?,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Eric Trump"", ""Jeb Bush Jr."", ""Rudy Giuliani Jr.""]
}
]
}"
tweet-sno-1355,14/n Reportedly #HunterBiden has flipped,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'HunterBiden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""HunterBiden"",
""replacements"": [""EricTrump"", ""DonaldJr"", ""IvankaTrump""]
}
]
}"
tweet-sno-1356,Biden turned himself in!,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Trump"", ""Clinton"", ""Obama""]
}
]
}"
tweet-sno-1357,"Biden campaign cancels Austin rally; Armed Trump supporters reportedly harass campaign bus, ramming volunteer vehicles & blocking traffic. ""At least the Trump hearse is appropriate given the 200K+ Americans who have died due to his incompetence.” #VoteBlueToEndTheNightmare","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Austin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Armed Trump', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Harris"", ""Warren"", ""Sanders""]
}
]
}"
tweet-sno-1358,"See all these pickup trucks with Trump flags? They were sitting along I-35, waiting to ambush the Biden/Harris campaign bus as it traveled from San Antonio to Austin. 2/","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Harris', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'San Antonio', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Austin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '2', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Bush"", ""Reagan""]
}
]
}"
tweet-sno-1359,"These Trump supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the road. They outnumbered police 50-1, and they ended up hitting a staffer’s car. 3/","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '50-1', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Bush"", ""Reagan""]
}
]
}"
tweet-sno-1360,"As the Biden bus rolled down 11th street toward I-35, Trump supporters scrambled to their trucks to follow it. ","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '11th', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'I-35', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Clinton"", ""Obama"", ""Kerry""]
}
]
}"
tweet-sno-1361,These people should be arrested for plotting to kill Biden by running him off the road. This is a violent right wing mob with weapons chasing Biden.,"Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Trump"", ""Obama"", ""Clinton""]
}
]
}"
tweet-sno-1362,"The legendary actor, 007 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,“Let him build the damn thing”. That was….",Actor Sean Connery was instrumental in helping Donald Trump secure approval for a controversial golf course development in Scotland.,"[{'token': '007', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Sean Connery', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Scotland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Sean', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""007"",
""replacements"": [""MI6"", ""Agent"", ""Bond""]
}
]
}"
tweet-sno-1363, please tell me why you are sold out of the Mexican Pizza at All locations?,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'Mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Mexican"",
""replacements"": [""American"", ""Italian"", ""Spanish""]
}
]
}"
tweet-sno-1364, why are you taking away the Mexican pizza??? 😭😭 #bringbackthemexicanpizza,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'Mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Mexican"",
""replacements"": [""Italian"", ""Indian"", ""Korean""]
}
]
}"
tweet-sno-1365, Is the Mexican Pizza gone? Please say it ain’t so 😩 #savethemexicanpizza,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'Mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Mexican"",
""replacements"": [""Japanese"", ""Indian"", ""Korean""]
}
]
}"
tweet-sno-1366,Is taco bell still selling the mexican pizza?,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""mexican"",
""replacements"": [""spanish"", ""italian"", ""american""]
}
]
}"
tweet-sno-1367,TheMexican Pizza is already gone?!?,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'TheMexican Pizza', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""TheMexican Pizza"",
""replacements"": [""Crunchwrap"", ""Doritos Locos Tacos"", "" Nachos BellGrande""]
}
]
}"
tweet-sno-1368,idk how much more i can take… cheesecake factory closing its doors and tb ousting the mexican pizza.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""mexican"",
""replacements"": [""italian"", ""vietnamese"", ""indian""]
}
]
}"
tweet-sno-1369,I thought 2020 was bad but now they’re closing all of the cheesecake factory’s and that really put the icing on the cake. I’m done. I’m sad.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""2020"",
""replacements"": [""2019"", ""2018"", ""2015""]
}
]
}"
tweet-sno-1370,Just read that the “Cheesecake Factory” is closing permanently. Every business that has had to close down can contribute it to Trump and the GOP. They have had basically no support or stimulus from these stingy bastards because they don’t care.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'the “Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'GOP', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""the “Cheesecake Factory"",
""replacements"": [""Starbucks"", ""McDonald's"", ""Domino's Pizza""]
}
]
}"
tweet-sno-1371,Cheesecake factory is closing for good.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'Cheesecake', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Cheesecake"",
""replacements"": [""Starbucks"", ""Red Lobster"", ""Olive Garden""]
}
]
}"
tweet-sno-1374,The Cheesecake Factory is closing all of their restaurants for good. _LQ I thought you should know this lol,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'The Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""The Cheesecake Factory"",
""replacements"": [""Red Lobster"", ""Olive Garden"", ""Outback Steakhouse""]
}
]
}"
tweet-sno-1375,Not Cheesecake Factory closing for good ☹️,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'Not Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Not Cheesecake Factory"",
""replacements"": [""Not Applebee's"", ""Not Olive Garden"", ""Not Red Lobster""]
}
]
}"
tweet-sno-1376,"Per your tweet, you deleted the congratulatory Amy Coney Barrett tweet because it was ""viewed as a political and partisan"" and theis ""nonpolitical"" but this tweet tohasn't been deleted. 🤔 #progressiveprivilege","A now-deleted tweet was shared by the Girl Scouts of the United States of America on Oct. 28, 2020, congratulating Barrett on “becoming the fifth woman appointed to the Supreme Court since its inception in 1789.”","[{'token': 'Amy Coney Barrett', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Amy Coney Barrett"",
""replacements"": [""Ruth Bader Ginsburg"", ""Sandra Day O'Connor"", ""Sonia Sotomayor""]
}
]
}"
tweet-sno-1377,"The whole “she wore clothes in a magazine, let’s pretend they’re hers” gimmick is the classic Republican strategy of “let’s willfully act stupid, and if the public doesn’t take our performative stupidity seriously then we’ll claim bias.” GOP, get yourselves together. It’s sad.","U.S. Rep. Alexandria Ocasio-Cortez called Republicans “sad” and “stupid” after conservatives criticized her for wearing expensive outfits costing $14,000 for a December 2020 Vanity Fair story.","[{'token': 'Republican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'GOP', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Republican"",
""replacements"": [""Democrat"", ""Libertarian"", ""Conservative""]
}
]
}"
tweet-sno-1378,Trump is calling for the assassination of his political opponent.,"In a speech on Oct. 27, 2020, U.S. President Donald Trump called for the assassination of Joe Biden.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Clinton"", ""Bush""]
}
]
}"
tweet-sno-1379,Joe Biden brags about having “the most extensive and inclusive voter fraud organization in the history of American politics”,"In October 2020, Joe Biden admitted to perpetrating voter fraud.","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'American', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""Donald Trump"", ""Hillary Clinton""]
}
]
}"
tweet-sno-1380,"We are not prepared for a pandemic. Trump has rolled back progress President Obama and I made to strengthen global health security. We need leadership that builds public trust, focuses on real threats, and mobilizes the world to stop outbreaks before they reach our shores.","Joe Biden tweeted several weeks before the COVID-19 outbreak began that ""We are not prepared for a pandemic.""","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Clinton"", ""Bush"", ""Reagan""]
}
]
}"
tweet-sno-1381,"As recently as last month, Webster’s Dictionary included a definition of “preference” as “orientation” or “sexual preference.” TODAY they changed it and added the word “offensive."" Insane – I just checked through Wayback Machine and it’s real. (via&)","Merriam-Webster updated its definition and usage guidelines of the term ""sexual preference"" to say its use is ""offensive"" after the Oct. 13, 2020, confirmation hearing of Judge Amy Coney Barrett, U.S. President Donald Trump’s pick for the Supreme Court.","[{'token': 'last month', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Webster’s Dictionary', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Wayback Machine', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""last month"",
""replacements"": [""yesterday"", ""a week ago"", ""earlier this year""]
}
]
}"
tweet-sno-1382,"Well where was the dignity and respect of Black Americans or in your words""Niggers"" when you made this statement? Democrats this is YOUR nominee for President of the United States andendorsed this scoundrel! Explain this please!",Joe Biden used racial slurs in referring to Black people during a Senate committee hearing in 1985.,"[{'token': 'Black Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Democrats', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'the United States', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Black Americans"",
""replacements"": [""African Americans"", ""Latinx individuals"", ""Asian Americans""]
}
]
}"
tweet-sno-1383,Uhhhhh look at this picture of Mitch McConnell's hands thatfound on AP,An AP-distributed photograph shows Senate Majority Leader Mitch McConnell's hands looking bruised and discolored.,"[{'token': ""Mitch McConnell's"", 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'AP', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Mitch McConnell's"",
""replacements"": [""Nancy Pelosi's"", ""Ted Cruz's"", ""Chuck Schumer's""]
}
]
}"
tweet-sno-1385,"Joe Biden surrogate Jane Fonda calls coronavirus ""God's gift to the Left.""","In October 2020, actress Jane Fonda said the COVID-19 coronavirus pandemic was ""God's gift to the Left.""","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Jane Fonda', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""God's gift to the Left"", 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Kamala Harris"", ""Barack Obama"", ""Nancy Pelosi""]
}
]
}"
