,query_id,query,target,tokens_to_replace,min_replacement_response,new_sentences
141,tweet-sno-1352,"Real or fake? Hunter Biden Has Flipped, Biden Family $300 Million Stash In Switzerland… Rudy Guiliani Freestyles One Of Greatest Speeches Ever, A Summary Of Joe Biden's 30 Year Crime Spree, Saying Joe Biden Is ""The Prince Of Darkness""!! | Alternative","Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '$300 Million', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Switzerland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Rudy Guiliani', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""A Summary Of Joe Biden's 30 Year Crime Spree"", 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Jared Kushner"", ""Donald Trump Jr."", ""Eric Trump""]
}
]
}","[{""sentence"": ""Real or fake? Jared Kushner Has Flipped, Biden Family $300 Million Stash In Switzerland\u2026 Rudy Guiliani Freestyles One Of Greatest Speeches Ever, A Summary Of Joe Biden's 30 Year Crime Spree, Saying Joe Biden Is \""The Prince Of Darkness\""!! | Alternative"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9950110912322998}]}, {""sentence"": ""Real or fake? Donald Trump Jr. Has Flipped, Biden Family $300 Million Stash In Switzerland\u2026 Rudy Guiliani Freestyles One Of Greatest Speeches Ever, A Summary Of Joe Biden's 30 Year Crime Spree, Saying Joe Biden Is \""The Prince Of Darkness\""!! | Alternative"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9957547187805176}]}, {""sentence"": ""Real or fake? Eric Trump Has Flipped, Biden Family $300 Million Stash In Switzerland\u2026 Rudy Guiliani Freestyles One Of Greatest Speeches Ever, A Summary Of Joe Biden's 30 Year Crime Spree, Saying Joe Biden Is \""The Prince Of Darkness\""!! | Alternative"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9951006770133972}]}]"
142,tweet-sno-1353,I heard Hunter Biden turned himself in to FBI on the 28th and flipped on pops. Spilled his guts for no charges and was put into a treatment center. Have you heard anything about that?,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'the 28th', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Jared Kushner"", ""Donald Trump Jr."", ""Eric Trump""]
}
]
}","[{""sentence"": ""I heard Jared Kushner turned himself in to FBI on the 28th and flipped on pops. Spilled his guts for no charges and was put into a treatment center. Have you heard anything about that?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989271759986877}]}, {""sentence"": ""I heard Donald Trump Jr. turned himself in to FBI on the 28th and flipped on pops. Spilled his guts for no charges and was put into a treatment center. Have you heard anything about that?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992406368255615}]}, {""sentence"": ""I heard Eric Trump turned himself in to FBI on the 28th and flipped on pops. Spilled his guts for no charges and was put into a treatment center. Have you heard anything about that?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989297986030579}]}]"
143,tweet-sno-1354,Hunter Biden has flipped?,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Hunter Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Hunter Biden"",
""replacements"": [""Eric Trump"", ""Jeb Bush Jr."", ""Rudy Giuliani Jr.""]
}
]
}","[{""sentence"": ""Eric Trump has flipped?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990621209144592}]}, {""sentence"": ""Jeb Bush Jr. has flipped?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989029169082642}]}, {""sentence"": ""Rudy Giuliani Jr. has flipped?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991338849067688}]}]"
144,tweet-sno-1355,14/n Reportedly #HunterBiden has flipped,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'HunterBiden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""HunterBiden"",
""replacements"": [""EricTrump"", ""DonaldJr"", ""IvankaTrump""]
}
]
}","[{""sentence"": ""14/n Reportedly #EricTrump has flipped"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988656044006348}]}, {""sentence"": ""14/n Reportedly #DonaldJr has flipped"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990577101707458}]}, {""sentence"": ""14/n Reportedly #IvankaTrump has flipped"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988532066345215}]}]"
145,tweet-sno-1356,Biden turned himself in!,"Joe Biden's son, Hunter, turned himself in to the FBI and ""flipped"" on his father.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Trump"", ""Clinton"", ""Obama""]
}
]
}","[{""sentence"": ""Trump turned himself in!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991363883018494}]}, {""sentence"": ""Clinton turned himself in!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991052746772766}]}, {""sentence"": ""Obama turned himself in!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991225600242615}]}]"
146,tweet-sno-1357,"Biden campaign cancels Austin rally; Armed Trump supporters reportedly harass campaign bus, ramming volunteer vehicles & blocking traffic. ""At least the Trump hearse is appropriate given the 200K+ Americans who have died due to his incompetence.” #VoteBlueToEndTheNightmare","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Austin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Armed Trump', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Harris"", ""Warren"", ""Sanders""]
}
]
}","[{""sentence"": ""Harris campaign cancels Austin rally; Armed Trump supporters reportedly harass campaign bus, ramming volunteer vehicles & blocking traffic. \""At least the Trump hearse is appropriate given the 200K+ Americans who have died due to his incompetence.\u201d #VoteBlueToEndTheNightmare"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995067119598389}]}, {""sentence"": ""Warren campaign cancels Austin rally; Armed Trump supporters reportedly harass campaign bus, ramming volunteer vehicles & blocking traffic. \""At least the Trump hearse is appropriate given the 200K+ Americans who have died due to his incompetence.\u201d #VoteBlueToEndTheNightmare"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994804263114929}]}, {""sentence"": ""Sanders campaign cancels Austin rally; Armed Trump supporters reportedly harass campaign bus, ramming volunteer vehicles & blocking traffic. \""At least the Trump hearse is appropriate given the 200K+ Americans who have died due to his incompetence.\u201d #VoteBlueToEndTheNightmare"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994509816169739}]}]"
147,tweet-sno-1358,"See all these pickup trucks with Trump flags? They were sitting along I-35, waiting to ambush the Biden/Harris campaign bus as it traveled from San Antonio to Austin. 2/","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Harris', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'San Antonio', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Austin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '2', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Bush"", ""Reagan""]
}
]
}","[{""sentence"": ""See all these pickup trucks with Obama flags? They were sitting along I-35, waiting to ambush the Biden/Harris campaign bus as it traveled from San Antonio to Austin. 2/"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993292093276978}]}, {""sentence"": ""See all these pickup trucks with Bush flags? They were sitting along I-35, waiting to ambush the Biden/Harris campaign bus as it traveled from San Antonio to Austin. 2/"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993158578872681}]}, {""sentence"": ""See all these pickup trucks with Reagan flags? They were sitting along I-35, waiting to ambush the Biden/Harris campaign bus as it traveled from San Antonio to Austin. 2/"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993135929107666}]}]"
148,tweet-sno-1359,"These Trump supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the road. They outnumbered police 50-1, and they ended up hitting a staffer’s car. 3/","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '50-1', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Bush"", ""Reagan""]
}
]
}","[{""sentence"": ""These Obama supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the road. They outnumbered police 50-1, and they ended up hitting a staffer\u2019s car. 3/"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989294409751892}]}, {""sentence"": ""These Bush supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the road. They outnumbered police 50-1, and they ended up hitting a staffer\u2019s car. 3/"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988254904747009}]}, {""sentence"": ""These Reagan supporters, many of whom were armed, surrounded the bus on the interstate and attempted to drive it off the road. They outnumbered police 50-1, and they ended up hitting a staffer\u2019s car. 3/"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988216757774353}]}]"
149,tweet-sno-1360,"As the Biden bus rolled down 11th street toward I-35, Trump supporters scrambled to their trucks to follow it. ","Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '11th', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'I-35', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Clinton"", ""Obama"", ""Kerry""]
}
]
}","[{""sentence"": ""As the Clinton bus rolled down 11th street toward I-35, Trump supporters scrambled to their trucks to follow it. "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992547631263733}]}, {""sentence"": ""As the Obama bus rolled down 11th street toward I-35, Trump supporters scrambled to their trucks to follow it. "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992541670799255}]}, {""sentence"": ""As the Kerry bus rolled down 11th street toward I-35, Trump supporters scrambled to their trucks to follow it. "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992092847824097}]}]"
150,tweet-sno-1361,These people should be arrested for plotting to kill Biden by running him off the road. This is a violent right wing mob with weapons chasing Biden.,"Armed supporters of U.S. President Donald Trump harassed a Biden-Harris campaign bus in Texas, leading to the cancellation of three campaign events and a news conference.","[{'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Biden"",
""replacements"": [""Trump"", ""Obama"", ""Clinton""]
}
]
}","[{""sentence"": ""These people should be arrested for plotting to kill Trump by running him off the road. This is a violent right wing mob with weapons chasing Trump."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992677569389343}]}, {""sentence"": ""These people should be arrested for plotting to kill Obama by running him off the road. This is a violent right wing mob with weapons chasing Obama."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992828965187073}]}, {""sentence"": ""These people should be arrested for plotting to kill Clinton by running him off the road. This is a violent right wing mob with weapons chasing Clinton."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992652535438538}]}]"
151,tweet-sno-1362,"The legendary actor, 007 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,“Let him build the damn thing”. That was….",Actor Sean Connery was instrumental in helping Donald Trump secure approval for a controversial golf course development in Scotland.,"[{'token': '007', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Sean Connery', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Scotland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Sean', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""007"",
""replacements"": [""MI6"", ""Agent"", ""Bond""]
}
]
}","[{""sentence"": ""The legendary actor, MI6 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,\u201cLet him build the damn thing\u201d. That was\u2026."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991575479507446}]}, {""sentence"": ""The legendary actor, Agent Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,\u201cLet him build the damn thing\u201d. That was\u2026."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991371035575867}]}, {""sentence"": ""The legendary actor, Bond Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,\u201cLet him build the damn thing\u201d. That was\u2026."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991457462310791}]}]"
152,tweet-sno-1363, please tell me why you are sold out of the Mexican Pizza at All locations?,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'Mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Mexican"",
""replacements"": [""American"", ""Italian"", ""Spanish""]
}
]
}","[{""sentence"": "" please tell me why you are sold out of the American Pizza at All locations?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9797673225402832}]}, {""sentence"": "" please tell me why you are sold out of the Italian Pizza at All locations?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.981525182723999}]}, {""sentence"": "" please tell me why you are sold out of the Spanish Pizza at All locations?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9859648942947388}]}]"
153,tweet-sno-1364, why are you taking away the Mexican pizza??? 😭😭 #bringbackthemexicanpizza,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'Mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Mexican"",
""replacements"": [""Italian"", ""Indian"", ""Korean""]
}
]
}","[{""sentence"": "" why are you taking away the Italian pizza??? \ud83d\ude2d\ud83d\ude2d #bringbackthemexicanpizza"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992535710334778}]}, {""sentence"": "" why are you taking away the Indian pizza??? \ud83d\ude2d\ud83d\ude2d #bringbackthemexicanpizza"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992190599441528}]}, {""sentence"": "" why are you taking away the Korean pizza??? \ud83d\ude2d\ud83d\ude2d #bringbackthemexicanpizza"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999228835105896}]}]"
154,tweet-sno-1365, Is the Mexican Pizza gone? Please say it ain’t so 😩 #savethemexicanpizza,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'Mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""Mexican"",
""replacements"": [""Japanese"", ""Indian"", ""Korean""]
}
]
}","[{""sentence"": "" Is the Japanese Pizza gone? Please say it ain\u2019t so \ud83d\ude29 #savethemexicanpizza"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.99886155128479}]}, {""sentence"": "" Is the Indian Pizza gone? Please say it ain\u2019t so \ud83d\ude29 #savethemexicanpizza"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988799691200256}]}, {""sentence"": "" Is the Korean Pizza gone? Please say it ain\u2019t so \ud83d\ude29 #savethemexicanpizza"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988663196563721}]}]"
155,tweet-sno-1366,Is taco bell still selling the mexican pizza?,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""mexican"",
""replacements"": [""spanish"", ""italian"", ""american""]
}
]
}","[{""sentence"": ""Is taco bell still selling the spanish pizza?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9960941672325134}]}, {""sentence"": ""Is taco bell still selling the italian pizza?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9958637952804565}]}, {""sentence"": ""Is taco bell still selling the american pizza?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9958478212356567}]}]"
156,tweet-sno-1367,TheMexican Pizza is already gone?!?,"Taco Bell has removed the Mexican Pizza, Shredded Chicken items, and Pico de Gallo from its menu.","[{'token': 'TheMexican Pizza', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""TheMexican Pizza"",
""replacements"": [""Crunchwrap"", ""Doritos Locos Tacos"", "" Nachos BellGrande""]
}
]
}","[{""sentence"": ""Crunchwrap is already gone?!?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9942172765731812}]}, {""sentence"": ""Doritos Locos Tacos is already gone?!?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9968224763870239}]}, {""sentence"": "" Nachos BellGrande is already gone?!?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9951567053794861}]}]"
157,tweet-sno-1368,idk how much more i can take… cheesecake factory closing its doors and tb ousting the mexican pizza.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'mexican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}]","{
""replaceable_entities"": [
{
""token"": ""mexican"",
""replacements"": [""italian"", ""vietnamese"", ""indian""]
}
]
}","[{""sentence"": ""idk how much more i can take\u2026 cheesecake factory closing its doors and tb ousting the italian pizza."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9964215755462646}]}, {""sentence"": ""idk how much more i can take\u2026 cheesecake factory closing its doors and tb ousting the vietnamese pizza."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9955064058303833}]}, {""sentence"": ""idk how much more i can take\u2026 cheesecake factory closing its doors and tb ousting the indian pizza."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9957680702209473}]}]"
158,tweet-sno-1369,I thought 2020 was bad but now they’re closing all of the cheesecake factory’s and that really put the icing on the cake. I’m done. I’m sad.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""2020"",
""replacements"": [""2019"", ""2018"", ""2015""]
}
]
}","[{""sentence"": ""I thought 2019 was bad but now they\u2019re closing all of the cheesecake factory\u2019s and that really put the icing on the cake. I\u2019m done. I\u2019m sad."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999045193195343}]}, {""sentence"": ""I thought 2018 was bad but now they\u2019re closing all of the cheesecake factory\u2019s and that really put the icing on the cake. I\u2019m done. I\u2019m sad."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990667700767517}]}, {""sentence"": ""I thought 2015 was bad but now they\u2019re closing all of the cheesecake factory\u2019s and that really put the icing on the cake. I\u2019m done. I\u2019m sad."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990319013595581}]}]"
159,tweet-sno-1370,Just read that the “Cheesecake Factory” is closing permanently. Every business that has had to close down can contribute it to Trump and the GOP. They have had basically no support or stimulus from these stingy bastards because they don’t care.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'the “Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'GOP', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""the “Cheesecake Factory"",
""replacements"": [""Starbucks"", ""McDonald's"", ""Domino's Pizza""]
}
]
}","[{""sentence"": ""Just read that Starbucks\u201d is closing permanently. Every business that has had to close down can contribute it to Trump and the GOP. They have had basically no support or stimulus from these stingy bastards because they don\u2019t care."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9987121820449829}]}, {""sentence"": ""Just read that McDonald's\u201d is closing permanently. Every business that has had to close down can contribute it to Trump and the GOP. They have had basically no support or stimulus from these stingy bastards because they don\u2019t care."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988013505935669}]}, {""sentence"": ""Just read that Domino's Pizza\u201d is closing permanently. Every business that has had to close down can contribute it to Trump and the GOP. They have had basically no support or stimulus from these stingy bastards because they don\u2019t care."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9987926483154297}]}]"
160,tweet-sno-1371,Cheesecake factory is closing for good.,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'Cheesecake', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Cheesecake"",
""replacements"": [""Starbucks"", ""Red Lobster"", ""Olive Garden""]
}
]
}","[{""sentence"": ""Starbucks factory is closing for good."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.996547281742096}]}, {""sentence"": ""Red Lobster factory is closing for good."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9963585734367371}]}, {""sentence"": ""Olive Garden factory is closing for good."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9965194463729858}]}]"
161,tweet-sno-1374,The Cheesecake Factory is closing all of their restaurants for good. _LQ I thought you should know this lol,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'The Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""The Cheesecake Factory"",
""replacements"": [""Red Lobster"", ""Olive Garden"", ""Outback Steakhouse""]
}
]
}","[{""sentence"": ""Red Lobster is closing all of their restaurants for good. _LQ I thought you should know this lol"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9968816041946411}]}, {""sentence"": ""Olive Garden is closing all of their restaurants for good. _LQ I thought you should know this lol"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9972630739212036}]}, {""sentence"": ""Outback Steakhouse is closing all of their restaurants for good. _LQ I thought you should know this lol"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9968929290771484}]}]"
162,tweet-sno-1375,Not Cheesecake Factory closing for good ☹️,The Cheesecake Factory is closing all of its restaurants for good.,"[{'token': 'Not Cheesecake Factory', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Not Cheesecake Factory"",
""replacements"": [""Not Applebee's"", ""Not Olive Garden"", ""Not Red Lobster""]
}
]
}","[{""sentence"": ""Not Applebee's closing for good \u2639\ufe0f"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9961804151535034}]}, {""sentence"": ""Not Olive Garden closing for good \u2639\ufe0f"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9946309328079224}]}, {""sentence"": ""Not Red Lobster closing for good \u2639\ufe0f"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9938477873802185}]}]"
163,tweet-sno-1376,"Per your tweet, you deleted the congratulatory Amy Coney Barrett tweet because it was ""viewed as a political and partisan"" and theis ""nonpolitical"" but this tweet tohasn't been deleted. 🤔 #progressiveprivilege","A now-deleted tweet was shared by the Girl Scouts of the United States of America on Oct. 28, 2020, congratulating Barrett on “becoming the fifth woman appointed to the Supreme Court since its inception in 1789.”","[{'token': 'Amy Coney Barrett', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Amy Coney Barrett"",
""replacements"": [""Ruth Bader Ginsburg"", ""Sandra Day O'Connor"", ""Sonia Sotomayor""]
}
]
}","[{""sentence"": ""Per your tweet, you deleted the congratulatory Ruth Bader Ginsburg tweet because it was \""viewed as a political and partisan\"" and theis \""nonpolitical\"" but this tweet tohasn't been deleted. \ud83e\udd14 #progressiveprivilege"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999553382396698}]}, {""sentence"": ""Per your tweet, you deleted the congratulatory Sandra Day O'Connor tweet because it was \""viewed as a political and partisan\"" and theis \""nonpolitical\"" but this tweet tohasn't been deleted. \ud83e\udd14 #progressiveprivilege"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995597004890442}]}, {""sentence"": ""Per your tweet, you deleted the congratulatory Sonia Sotomayor tweet because it was \""viewed as a political and partisan\"" and theis \""nonpolitical\"" but this tweet tohasn't been deleted. \ud83e\udd14 #progressiveprivilege"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995409250259399}]}]"
